,review_id,preview,review,rating,label
42742,9173,I think this is a great version  I came on here before  to help me find which version I should use a,"I think this is a great version, I came on here before, to help me find which version I should use and I went to Jane Eyre 1983 and read a comment from users comment and then helped me to get this version. I do not regret picking this version and neither will you. I tried watching all the other versions and none matched up to it,There is nothing like the book,and TRUST ME if you are reading the book you want something that is going to match up with it. When you are looking for something real and moving after you have read the book it is hard because you want something that is going to match up with that. I would say God personally led me to this version. It points to true love for a humans. I would say God's love is greater.if there is anything better, I would like to see it. but so far there is none like it!",10,pos
10759,7644,SILVER CITY (2+ outta 5 stars) As a huge fan of John Sayles' work for many years now I feel safe in ,"SILVER CITY (2+ outta 5 stars) As a huge fan of John Sayles' work for many years now I feel safe in saying that this is the worst movie he has ever done. That said, the movie isn't exactly *terrible*... just very uninspired. Sayles throws in familiar elements from his previous movies (corrupt politics, illegal immigration, the selling out of youthful ideals) but fails to bring them together in any new or meaningful way. Even the dialogue (usually Sayles' strong point) is disappointing this time around.. sounding clichéd and forced in almost every scene. The movie looks and sounds like episodes from a TV series that didn't make it past its third episode. There are tons of big stars on hand... and they try their best to make their bit parts come alive... but the material just isn't there this time around. While filming a campaign spot a governor-hopeful (a poor and obvious George W Bush stand-in) fishes a dead body out of a lake. An investigator is hired to try and warn away people who may have deliberately set this up to discredit the candidate... but he soon finds out that there are deeper and darker (and more clichéd) secrets to be discovered. Sayles has made similarly-themed movies so much better in the past (""Lone Star"", ""Matewan"", ""Return of the Secaucus Seven"", ""Men With Guns""). It's a shame that he went to the well one time too many and came up with tainted water. One good line, delivered by Richard Dreyfuss: ""Danny, you're a loser. That's already been established beyond doubt. So just try and be a good one, okay?""",4,neg
11185,1681,Dull one-note characters with next to no development  unimpressive performances by people who sound ,"Dull one-note characters with next to no development, unimpressive performances by people who sound like they're simply reading lines, and ludicrous special effects combine to make this a genuine stinker. The story begins with eminently bland commando Russo and his fellow soldiers attacking an Al-Qaeda training base. The scene tells us that Al-Qaeda has recently come to seek an ultimate weapon, and also serves to illustrate Russo's only character trait, a tendency to eschew teamwork. With the help of a collection of blank slates and walking stereotypes, including a Russian spy, Russo travels to Chechnyan territory to catch a mad scientist working for the terrorists. Along the way, they encounter vast hordes of flesh-eating bats that fly in broad daylight for some reason. From there, the movie becomes nothing more than a dragging morass of ridiculous action, including a scene in which a swarm of bats slices a soldier's arm off!",1,neg
20905,7550,"Unfortunately  many great films on IMDb such as this one have their scores ""adjusted"" by IMDb. This ","Unfortunately, many great films on IMDb such as this one have their scores ""adjusted"" by IMDb. This is truly a fine and intriguing film by the accomplished director of Bonnie and Clyde, Little Big Man, Night Moves, Mickey One, and The Chase.<br /><br />If you click in the user rating area, you'll see that the actual median for Four Friends is 7.6. However, IMDb has ""adjusted"" (dumbed down?) the rating to 6.4.<br /><br />Per IMDb: ""IMDb publishes weighted vote averages rather than raw data averages. Various filters are applied to the raw data in order to eliminate and reduce attempts at 'vote stuffing' by individuals more interested in changing the current rating of a movie than giving their true opinion of it....The exact methods we use will not be disclosed. This should ensure that the policy remains effective."" In other words, we won't disclose our methods, so you can't question how we arrived at the score! What a shame to see fine thought-provoking films like Four Friends fare no better than lame formulaic comedies due to IMDb's ""filters"".",10,pos
6579,3859,...un-funny and un-entertaining  possibly the worst movie I have ever had the misfortune to watch. T,"...un-funny and un-entertaining, possibly the worst movie I have ever had the misfortune to watch. Think 'Ernest goes to..' humour done even worse. Myself and my girlfriend sat through it just to see if it could be as consistently dire as it seems in the opening sequence... Yes it is. Avoid at all costs.",1,neg
27760,4030,"I remember watching ""Lost Missile"" (actually throwing a fit until my brother and several cousins at ","I remember watching ""Lost Missile"" (actually throwing a fit until my brother and several cousins at whose home I was an overnight guest agreed to watch it with me - I was, from time to time, the Eric Cartman of the 1960s - sorry, guys) and being somewhat embarrassed when the sustained wave of million-degree heat emerged as a plot device - even as a second-grader I knew that a mere missile just couldn't carry the energy around for that much heat or devastation over more than the duration and limited radius of a nuclear detonation. <br /><br />My inflicting that turkey on loving relatives was a self-punishing crime.<br /><br />The film's production values were very good. The acting isn't bad (apart from the Shatnerism of the actor who played governor's aide that someone else here mentioned).<br /><br />But the idea of a missile Easy-Baking the surface of the Earth by means of the heat of its exhaust... no.<br /><br />How'd the people at ""Mystery Science Theater 3000"" miss ""The Lost Missile,"" anyway? <br /><br />It's a great classic of unintentional comedy - watch it if you want something to drink beer to some weekend.",4,neg
10508,6541,Most films are crappy with high production values  this one is crappy without high production values,"Most films are crappy with high production values, this one is crappy without high production values. Which sets it aside from the large pool of horrible movies. As bad as this film was I need to give due respect to Kathryn Aselton who, I believe if given the proper script, could probably turn in a pretty good performance. She plays Emily the girlfriend to perennial doofus Josh, who often refers to her as ""Dude"" or ""Man"" in a non-ironical tone.<br /><br />But heres the thing, Emily is a semi-believable character which means Rhett will soon need to be added to the cast, to counteract this almost believable character with a guy even more preposterous than Josh. When we first meet Rhett we learn that he is ""deep"" because he is videotaping a lizard which is PROOF that he sees the world ""uniquely!"" Rhett then shows the tape to Emily and in one of Emily's few unbelievable moments she acts impressed by this amateur tape of a lizard, WOW i believe is how she responds once again with no irony of sarcasm even mildly implied.<br /><br />From the opening scene you are given warning that the camera work will be crappy, we open on a shaky close up of Josh as he attempts to win over the viewers by acting GOOFY! oh how care free this main protagonist is that he will act GOOFY! haha. This film could almost be a case study in just how BAD films can be (and for that matter just how FAR bad films can get in the festival circuit, I mean by comparison of most circuit crap this film probably did appear pretty awesome).<br /><br />I believe SXSW gave this film some minor award (oh south by southwest, why do you encourage them, its only cruel). But here is where I hand this film a compliment, it is the best of the mumblecore movement. Mind you all other mumblecore movies sucked beyond belief and generally included grotesque nudity and incomprehensibly bad acting, but still, its good to be the best of something.<br /><br />I haven't seen baghead yet, but it looks like maybe they have made a few strides forward, the preview at least made it appear tolerable, where as even the Puffy Chair preview couldn't really hide the fact that it was going to suck. I've gotten off topic here, anyways Rhett is most likely not portrayed by a professional actor at all, much like Josh most likely isn't an actual actor but rather the director (or brother of director, there's some mixed messages there). I think Rhett was somebodies buddy and they said hey why don't you play this guy named Rhett in the movie, the fact that Rhett is the name of the actor and character probably means the actor and character are the same, unless I am mistaken, which I am not.<br /><br />If Rhett shaved the raccoon off of his face you would probably say he was attractive. So anyways Rhett, Emily, and Josh team up to bring the Puffy Chair to Rhett and Josh's dad. Some stuff happens along the way, more bad acting, bad supporting actors, crappy camera work, an attempt at significance. This film wouldn't have been bad if it hadnt been so shamelessly pursuing profound self importance.<br /><br />The whole thing is amateurish, if you can view this movie without paying for it, like if its on TV or for rent at the library, then consider looking at it, just to see if you like this super cheap style of film-making. I like what the duplass' are doing the whole make a movie with nothing concept, but I wish they would make a movie that someone would want to see.",1,neg
41028,1341,I would never have thought I would almost cry viewing one minute excerpted from a 1920 black and whi,"I would never have thought I would almost cry viewing one minute excerpted from a 1920 black and white movie without sound. Thanks to Martin Scorsese I did (the movie was from F. Borzage). You will start to understand (if it's not already the case), what makes a good movie.",10,pos
19555,9064,This film was original in an unoriginal way. Although many movies have tackled the subject of suicid,"This film was original in an unoriginal way. Although many movies have tackled the subject of suicide and mental institutions, it was always about treating the patients and making them better because of the doctor's assistance, in this film, however, we follow a depressed guy who falls in love with a suicidal girl and will stop at nothing to make her happy even though she doesn't care for happiness at all, she just wants to die. This was a very interestingly cute romance comedy that in nothing less than enjoyable. This is a fun one to check out if you ever get the chance, you just have to be open minded about the material. Overall i give it a 6.4, i just voted 9 to get the rating higher :)",7,pos
32587,2457,Some people don't like the animation. Personally  I think the animation was quite remarkable given w,"Some people don't like the animation. Personally, I think the animation was quite remarkable given when this movie was done. There are lots of older cartoons that I just love. My problems with this movie are not the animation, but basically the way it was constructed. The characters are all just... well, goofy. And for this movie, they shouldn't be. Apparently, everyone in LOTR has a limping problem (for starters.) Just the way they acted in general annoyed me. My two sisters and I were laughing through most of this movie. I think that if many people had seen this before seeing the newer ones, they wouldn't have gone. I'm glad I rented this and didn't buy it. There are few movies that give me a headache. This was one of them. However, this isn't the worst movie I've ever seen, although it ranks up there. Or down there, depending on your view.",2,neg
24227,11085,My father has worked with top secret information in the DIA before and he is the one who mentioned t,"My father has worked with top secret information in the DIA before and he is the one who mentioned this movie to me. When I was a kid I would always ask him what would happen if he gave away secrets and he recommended this movie.<br /><br />In the movie it really puts 2, almost completely different FRIENDS! in a tangle they never really knew what the outcome would really be. The snowman, Daulton really cracked me up because the movie portrayed him as just some drug pusher that did not know what he was arguing about, and in the movie it seemed like he got the worst of everything. The falcon, Chris is just a guy that wanted to express his feelings on U.S government in a very radical view.<br /><br />For movie lovers this is a must see!!!",7,pos
45306,5011,"This was Barbra Streisand's first television special and is ""must see"" viewing for any Streisand fan","This was Barbra Streisand's first television special and is ""must see"" viewing for any Streisand fan. Even non-Streisand fans will enjoy this highly energetic and entertaining piece of entertainment history. Performers like this only come our way once in a lifetime. Brilliant!",10,pos
34771,1252,After looking at monkeys (oops apes) for more than one hour  I was feeling like one too. I was an ap,"After looking at monkeys (oops apes) for more than one hour, I was feeling like one too. I was an ape, spending money on this movie. Please people, hold you money in your pocket and go see some funny movie like Bridget Jones's Diary..",4,neg
10591,8205,This movie shows what you can create if you have a camera  some spare paint and cardboard a toy ship,"This movie shows what you can create if you have a camera, some spare paint and cardboard,a toy ship, a few friends who acted in community theater, and the incorrect notion you can make a film. The end result is an unwatchable time-waster that you'll skip through, unless you take it out of the DVD player and toss it through the window first.<br /><br />The acting in the opening scene (especially by the rotund Lee Morgan as 'Captain') and the toy ship ""crashing"" into the rocks before the credits is a good indicator of what you're in for (with all the foam, it looks like this ""special effect"" was shot in a kitchen sink. I guess Boyette figured he save some cash by washing the dishes at the same time). In terms of bad cinema, the funny thing is ""Dungeon of Harrow"" seems to have inspired (maybe by coincidence) the twist ending of ""Manos: The Hands of Fate"". Yep, it's the same lame ""I was the victim, and now I take the mad villain's place"" ironic ending. The bigger irony is that two inept, talentless filmmakers could make two equally-wretched, Texas-filmed horror movies and get away with it.<br /><br />Monotone nerd Russ Harvey is a noble in a great family line (why they were great is never broached), boring us while lamenting the death of his family line and crest before his ship even crashes (we're also treating to a droning narration throughout the film). Sadly, we aren't so lucky. His family's toy ship crashes into some styrofoam in a sink, and he's washed ashore with his bloated captain and some woman, conveniently deposited on a mad Count's island.<br /><br />Meanwhile, the Count is visited by an evil spirit who, dressed in a Blackstone's Magic Kit outfit, assaults him with various puppets (spiders, snakes, bats. . . all the icky stuff). The Count (William McNulty) overacts worse than Shatner and has a visibly difficult time keeping a straight face through the typical madman ranting.<br /><br />I'd be mad too if I had to be in this disaster. The woman is promptly killed by the Count's ferocious dogs, and the two jerks are captured by his manservant. The Count accuses them of being pirates (apparently his worst fear), he slaps his manservant around a lot (apparently his greatest joy), Fatboy gets tortured, there's a woman who's a servant and one who's a nurse, the rotting leper hag-in-a-wedding-dress Countess in the dungeon (she digs the Nerdy Noble and is the only effective & creepy thing in the movie), a lot of inane dialogue at a dining room table, the blubbery Captain gets killed while making a pathetic getaway (aking to watching a sloth battle a pack of lions). . . it's all an ugly haze to me. I spent most of my time on the fast-forward button.<br /><br />Anyway, the jerk noble and nurse make a getaway and think they're going to be rescued by three guys in a rowboat on the lake (yeah, we're supposed to believe a lake is the ocean). They don't, since the nerd's hair turned gray and he scares the would-be rescuers away. Honestly, I think they simply took the opportunity to row away from this hideous film while the had the chance. They head back to the castle, the nurse starts rotting like the Countess (and your stomach, by this time), and we end with these two getting ready to descend into the . . . DUNGEON OF HARROW!!!! Blech!<br /><br />I love old, lousy horror films, but they must have some sort of entertainment value. I feel ripped off, even at the low low price of $5.99 for this biscuit. Mystery Science Theater would have a tough time making this one fun. I was taken in by a few nutty reviewers who claimed this film had atmosphere and some creepy moments. Wrong! Avoid this tripe at all costs, and don't even waste a buck if you find it in a dollar bin somewhere. This movie makes Corman's ""The Terror"" like like a masterpiece of horror and atmosphere.",1,neg
15705,2329,I love military comedies (Sgt. Bilko  Stripes  In The Army Now  Major Payne) and Down Periscope is h,"I love military comedies (Sgt. Bilko, Stripes, In The Army Now, Major Payne) and Down Periscope is hilarious, but it has a heart as well.<br /><br />The Stingray SS-161 (The USS Pampanito) was gorgeous. Absolutely beautiful, a piece of art come alive. So it was a diesel engine sub, so what? I learned that the Aircraft Carrier USS Ranger (which stood in for The Enterprise in Star Trek IV), a huge ship, was 'conventionally powered', which might mean that Ranger was a diesel too.<br /><br />My favorite scene: Pascal: Jesus, Buckman, this can's been on the stingray since Korea! This can expired in 1966! Buckman: (Takes finger full and tastes it) What's the matter, sir? It still tastes like creamed corn.<br /><br />Pascal: (Yelling) Except, it's DEVILED HAM!! Buckman: That would be a problem.<br /><br />It's story, perhaps a wee strained, seemed plausible. Winslow respected Dodge, and seemed to care about him, so he wanted to give Dodge a chance. He gave him a battered but still seaworthy Balao-class sub, and assigns him the task of using the diesel sub to evade the nuclear Navy and 'attack' Charlston Harbor, and Norfolk. 2-star Admiral Graham (with his eye on his third star, and a grudge against Dodge) assigned him the ragtag crew, hoping that they would screw up so Dodge would lose. Can Tom Dodge get the crew up to speed and working as a team, and can he take an old, out of date sub, and beat the Navy's best?",10,pos
3233,11997,This film started off really tense when a poor young boy is set upon by a pack of savage dogs. After,"This film started off really tense when a poor young boy is set upon by a pack of savage dogs. After a tense chase he is saved by said grandpa with magic whip.<br /><br />We are then introduced to a string of annoying house mates, including one tart who is always half dressed. During this stage the film heightens tension with strange ""plinky plinky"" background noises that had me on the edge of my seat.<br /><br />I stopped paying attention for a while but when I looked back on the screen there where weird creature type things going around grunting and killing. One word of advice if you are ever trapped in your home by some nutter - get some cardboard boxes and a tray.<br /><br />Although we did skip half the film, because it was totally non interesting or memorable, we are now at the stunning conclusion, the last surviving creature thing fights a ""Whip Duel"" with grandpa and his magic whip. I wont say what happens here, but I can say the whip battle is full of tension, with aerial fights, split level fights and all manner of drama.<br /><br />I am now going to shove this film through the door of a neighbour i don't like.",1,neg
37393,6194,"With a title ""borrowed"" from Werner Herzog and liberal helpings of Kubrick  Haneke and Noe it is pai","With a title ""borrowed"" from Werner Herzog and liberal helpings of Kubrick, Haneke and Noe it is painfully obvious that Thomas Clay considers himself a cut above the usual sort of rubbish our British cinema churns out. ""Robert Carmichael"" (for short) sets itself up as a realistic study of youthful alienation and at the same time seemingly a critique of the Iraq war. The problem with the realism is that the characters are so patently unrealistic and atypical - contrary to the fetid imaginings of ""extreme"" filmmakers most teenagers are not drug addled rapists. As a critique of the Iraq war, a film about youth violence (by a talented classical musician - subtext society has damaged this sensitive individual)is so infantile as to hardly bear thinking about. There are signs of technical ability but some reviewers have overstated this. Like Kubrick and Noe he does show that the desire to shock linked with supposed serious intent may be the worst cinematic con trick of recent film. People liked ""Clockwork Orange"" and ""Irreversible"" because they liked the rapes and the violence, but most of all they liked feeling culturally superior for liking things that most hated. So too much Kubrick and not enough Haneke (a serious and moral filmmaker) here labels this as one of the most moronic films in years. (I am not against violence in film. To do it seriously is a hard trick though - people in cinemas cheered Alex in ""Clockwork Orange"" showing how Kubrick's supposed intent was missed by miles. Gratuitous violence is much easier to achieve and is less offensive than the pretensions of many art-film directors.)",2,neg
1205,7616,It's too slow paced and complex for children  and too lightweight and dull for adults. None of our f,"It's too slow paced and complex for children, and too lightweight and dull for adults. None of our family (6 weeks to 66 years) could be bothered watching it all the way through.<br /><br />Are there jokes in it? I couldn't really tell. There was certainly some unnecessarily adult innuendo. There was probably a bludgeoning message of sorts, but I wasn't engaged enough to care.<br /><br />The live talent are just stumbling and mugging their way through it. I have to wonder if they were actually being paid, or whether it was some form of community service or plea bargain.<br /><br />""Please, keep watching,"" whines Daniel; honestly, I wouldn't bother.",3,neg
44507,6053,A comedy gem. Lots of laugh out loud moments  the shop and pub scenes had me belly- laughing uncontr,"A comedy gem. Lots of laugh out loud moments, the shop and pub scenes had me belly- laughing uncontrollably. The characters are recognisable and the dialogue well-observed - I know people like this! The humour is surprisingly gentle and the film (this may sound strange) puts me in mind of an Ealing Comedy. It's a quirky little film with lots of detail. It certainly takes a number of viewings. I've watched it a few times (I've been showing all my friends!) and notice something new each time - a bit of dialogue,something visual that I hadn't picked up on before. I could get really picky and find a couple of shortcomings in the film but I'm not going to because overall this is a great fun, feel-good film which is really worth a watch and which anyone with a sense of humour must enjoy. It is a film which will find it's friends and I hope there are a lot of them out there. Oh.... and It has a great soundtrack.",10,pos
36556,4986,Everybody who wants to be an editor should watch this movie! It shows you about every mistake not to,"Everybody who wants to be an editor should watch this movie! It shows you about every mistake not to do in editing a movie! My grandma could have done better than that! But that's not the only reason why this movie is really bad! (It's actually so bad that I'm not able to write a sentence without exclamation mark!) If the first episode of Les Visiteurs' was a quite good familial comedy with funny jokes and cult dialogues, this sequel is copying badly the receipe of the first one. The funny parts could be counted on one hand and maybe half of it. Clavier is over-acting his role even more than in the first part, Robin is trying to act like Lemercier (because she's replacing her) but that's grotesque'. Lemercier is Lemercier, Robin is Robin! Even if Muriel Robin can be funny by herself on stage, she is not in this movie because she's not acting as she used to act. I know that it should be hard to replace somebody who was good in a role (Lemercier obtained a César award for her role in the first movie) but she made a big mistake: instead of playing her role, she played Lemercier playing her role'! As for the story, it's just too much! Of course we knew at he end of the first movie that there would be a sequel but Poiré and Clavier should hae tried to write a more simple story like the first episode. The gags are repetitive, childish and déjà-vu. No, really, there's no more than 3 funny parts in this. The only good things might be the costumes and some special effects. So you have only 2 reasons to watch it: 1) if you want to learn how to edit awfully a movie, 2) if you want to waste your time or if you really need a brainless moment'! 2/10",2,neg
24393,8557,We don't know why this extraordinary film was never made available officially on DVD... Anthony Quin,"We don't know why this extraordinary film was never made available officially on DVD... Anthony Quinn's performance alone makes this a must-see. There are relatively few films in which an actor identifies so profoundly with his character, a phenomenon always unique for us, moviegoers.<br /><br />But Quinn's powerful portrayal of an innocent Romanian, literally dragged out of his house and everyday life by forces he cannot comprehend, is only part of what makes this film great. The script is based on a book published in Paris by a Romanian priest who fled the Communist take-over of his country, and the film succeeds to go deep into a little known area of East-European history. Told as a succession of Kafka-esquire twists of fate, the misadventures of Johann Moritz (told openly and honestly, without any of the political correctness currently so precious in Hollywood) are in fact a eulogy for the lost innocence of the Romanian people... it is devilishly ironic that this eulogy is signed by a French director, working with the American money of an Italian producer, and overseeing a multinational cast fronted by an extraordinary Mexican-born thespian.<br /><br />I've seen mentions of VCDs of this film in various Asian internet stores, and I was fortunate to take possession of a digital recording of this film, broadcast on the British version of TCM. But it's a shame that ""The 25th Hour"" isn't anywhere on the future DVD release map of MGM studios.",10,pos
9908,234,The Kid was born retarded. It pulls in a half-dozen directions  features dialog and action lifted fr,"The Kid was born retarded. It pulls in a half-dozen directions, features dialog and action lifted from much older and better-known flops, and might be funny -- if only the writers knew what funny is.<br /><br />Disney stuff has gotten a lot better in the last couple of decades, but don't let that fool you. They should have given The Kid a wide berth, sang it a lullaby, then ran the train into a ravine. Mercy killing.",3,neg
10976,11863,I like dark humor and non-PC stuff  but not if it is with no purpose but to elevate yourself. Bashin,"I like dark humor and non-PC stuff, but not if it is with no purpose but to elevate yourself. Bashing a group of people without any trace of self-irony is crap.<br /><br />There are people who could make concentration camp jokes funny, but whoever made this film unfortunately failed even in the VERY easy task of making fun about Turks in Germany. It is a very easy task, but if your are the Germany equivalent of an inbred redneck (=inbred Southerner from a village where virginity is often lost to farm animals) you certainly will fail at this and also at life. I have heard and seen so many funny stuff about minorities in Germany, but this ""movie"" (this piece of crap being listed here is an insult to the next worst movie) sucks like the calf the makers of this movie met some years ago.",1,neg
23618,9355,Crossfire is a fantastic film noir that is both a product of it's time and a timeless classic. This ,"Crossfire is a fantastic film noir that is both a product of it's time and a timeless classic. This film achieves this by addressing issues that haven't been brought to the screen before its 1947 release, and by being a high quality film that holds up to this day with a good script, great look, and fantastic performances from it's actors. The first American film to take the issue of anti-Semitism head on, Crossfire is cemented in classic standing. Set in post-World War II America, a lurid whodunit develops after a Jewish man is found murdered.<br /><br />The story is great, its anti-hatred theme wrapped up in a dark multiple-character crime thriller, and along side the anti-Semitism angle is some great post-World War II dialogue and themes as well. Unlike other mystery thrillers, the audience is alerted to who the perpetrator is almost immediately. However, the film's story is still engrossing because of the struggle of all the great characters involved are going through while trying to make sense of the situation. Outside the great overall story and themes, the entire script is simply smart, complete with meaningful messages and razor-sharp exchanges between characters.<br /><br />The film's captivating story is played out wonderfully by the its excellent cast. Robert Young is fantastic as Capt. Finlay, the leading investigator of the murder case. Finlay's my favorite character of the film, he's just a cool character - dry as bone and tough as a two-by-four and stopping at nothing to bring the killer to justice. Robert Mitchum is also great in the film, very vivid in his soft-spoken army sergeant character due to his superb screen-presence. Gloria Grahame gives a memorable performance in her small Oscar-nominated role; George Cooper also does a good job as the sick and distressed Corporal Mitchell; Paul Kelly gives an eerie portrayal of a bizarre character; and Steve Brodie, Sam Levene, Jacqueline White, and William Phipps also give strong supporting performances. Robert Ryan ends up being the most talked about performer of the film, giving a chilling performance as Montgomery and also being nominated for an Oscar.<br /><br />Crossfire has a terrific look. Director Edward Dmytryk does an extraordinary job with the film's execution and cinematographer J. Roy Hunt does a masterful job with its black and white picture. Crossfire's picture is as dark and dank as its themes, covered in shadow with an almost glossy overtone, yet also very raw in parts. Ironically, the film's great look was not the result of hard work - or even intention. Dmytryk wanted to spend more time and money on the actors rather than the lighting - so that's what he did. Less lights, less preparation (around a 6 hour work day), and it resulted in a fantastic looking film. Not just a well done piece of cinematic art, Crossfire is also a great example of a cheap film that ends up a rich classic.",10,pos
40803,9213,Gómez Pereira is the responsible for some of the most despicable comedies of latest Spanish cinema (,"Gómez Pereira is the responsible for some of the most despicable comedies of latest Spanish cinema (just take a look at his curriculum vitae), so I didn't expect that much of ""Cosas Que Hacen...""... In fact I don't know why in the world did I decide to watch it. Anyway, I just did... And what a surprise. It looks that Gómez Pereira has finally matured and now he's capable of making a good movie. He's last work deals with the midlife crisis, the disappointing, and the seeking for a second chance after you've ruined it all. The last half hour of the movie (the more dramatic) is the best part, and it just makes worth watching the film. Also we have Eduard Fernandez playing the main role, and I keep on thinking he's the best actor of his generation (by far).<br /><br />*My rate: 7/10",7,pos
6384,1483,One of those movies where you take bets on who will die first and who will survive at the end. There,"One of those movies where you take bets on who will die first and who will survive at the end. There was just something about the movie that made me zone out. I think because I keep looking back and thinking ""yep still in that tree...still looking at the water"". Poor character development. I felt nothing when they were in danger. I was voting for the croc. I found it hard to believe a croc would try to tip a boat in the first place and then when it jumps into the boat I find that really unlikely as well. The croc seems too supernatural at times ('all knowing all seeing'). Also when the croc attacks it's behavior seems very unrealistic. It's a killing machine and wouldn't be letting victims escape twice to three times in a row, especially when attacking in the water.",3,neg
18881,2199,The story of Sweeney Todd evokes memories of the work of classic writers like Charles Dickens  and m,"The story of Sweeney Todd evokes memories of the work of classic writers like Charles Dickens, and more contemporary writers like Edward Gory. As a musical, it naturally becomes more like the musical Les Miserables. Both deal with the grim effects of poverty in the Industrial Revolution, and the breakdown of organized society. But this musical is different from Les Mis in one very important aspect: Stephen Sondheim, the songwriter who can adapt to any style. To be sure, he's had his successes and failures, but one thing about his shows you can always count on: They will be something unique. Who would have thought someone would write a musical about a barber who slits people's throats and makes them into meat pies? Sondheim did, and he did it marvelously. The entire show is set in a factory, to suggest the ever-present catastrophic effects of the misery of those at the bottom of society, and this serves the needs of the show perfectly. The catwalks and railings are moved throughout to suggest streets and walkways and bridges. Techniques are borrowed from Kabuki and Noh, with the visual stagehands and set changes. Then, to top it all off, cast the great Angela Lansbury as the gruesomely practical and humorous Mrs. Lovett, and George Hearn, with his operatic baritone voice, as the murderous Todd, and you've got yourself a stellar musical vehicle. The rest of the cast moves smoothly through the clichés of the love story perfectly, except for Johanna and Pirelli, who sound a bit too forced. If the Johanna and Pirelli from the Broadway show could be here, it would be perfect. Hearn acts while he sings more than Len Cariou on the OBC album, and the accents don't sound as forced here. Through it all Sondheim's score never fails to underline the dark seriousness of the story. As I said, he can adapt to any style. In Follies he imitates the '30s '40s style of showtunes, in Pacific Overtures he captures the subtle art of Asian music, Into the Woods knocks off the 32 bar Disney style songs, and Assassins covers a history of American music. Here, however, he does wonders in making his score distinctly English, from parlour songs to operatic duets and soliloquies to society waltzes to Gilbert/Sullivan style patter. And yet still, the show remains deadly serious, even though it provokes more laughs than any musical comedy. In it still, is a grim warning on the evils of taking revenge. Here is where this movie makes a mistake, in cutting the Judge's solo in which he flagellates himself out of guilt for his crimes. Without it, the Judge is just a conventional villain, and this movie's point is that there are no straight villains. Both Todd and the Judge learn, too late, the horrors of having to accept responsibility for their actions, and Todd loses everything in his obsession. This is well brought out by the chilling reprise of the grim yet rollicking Ballad of Sweeney Todd, ending the show with Todd and Lovett rising from the grave to tell us that the end is the same: in a world full of Sweeneys, vengeance begets only vengeance. ""Attend the tale of Sweeney Todd. He served a dark and a vengeful God. To seek revenge may lead to Hell, but everyone does it, and seldom as well as Sweeney, as Sweeney Todd, the Demon Barber of Fleet Street.""",10,pos
28188,3814,I can see little girls enjoying this show  but calling this a family show is ridiculous. I'm amazed ,"I can see little girls enjoying this show, but calling this a family show is ridiculous. I'm amazed how well remembered it is after all these years. It's an extremely unfunny and stupid show about widowed father of three living with his dead wife's brother and his stupid friend from school, and others as the seasons go on. All of the plot lines generally have a really dumb lesson. In the middle of each episode somebody is mad at somebody else and each episode they make up and it ends on a light unfunny joke. As for the actors, I didn't like them either. Bob Saget was painfully unfunny as the dad with the mom responsibilities. Dave Coulier is a one note joke 30 something year old that does cartoon voices and acts like a kid, and he's horrid. John Stamos was the most tolerable character but he was so clichéd it was hard to watch him. The oldest girl, DJ, on the show was a genuinely bad actress and showed no emotion ever. The middle girl Stephanie was too clichéd as the annoying little sister. The youngest girl Michelle showed what bad actresses the Olsen twins were. You can always tell when they are switching them off. The plot lines to too many story lines were so unrealistically stupid it's cringe worthy. This is a ""family"" show that tried to replace any good substance with cuteness and love, and though those are needed for a show about a family they overdid it way too much. This will be remembered as my least favorite sit-com from the 80's and 90's.<br /><br />My rating: Terrible show. TVG 30 mins.",1,neg
49336,8443,My favourite police series of all time turns to a TV-film. Does it work? Yes. Gee runs for mayor and,"My favourite police series of all time turns to a TV-film. Does it work? Yes. Gee runs for mayor and gets shot. The Homicide ""hall of fame"" turns up. Pembleton and nearly all of the cops who ever played in this series. A lot of flashbacks helps you who hasn´t seen the TV-series but it amuses the fans too. The last five minutes solves another murder and at the very end even two of the dead cops turn up. And a short appearance from my favourite coroner Juliana Cox. This is a good film.",9,pos
25563,5584,Do we really need any more narcissistic garbage on the Baby Boomer generation? Technically  I am a B,"Do we really need any more narcissistic garbage on the Baby Boomer generation? Technically, I am a Boomer, though at the time when all the ""idealistic youths"" of the '60s were reading Marx, burning their draft cards, and generally prolonging a war which destroyed tens of thousands of lives; I was still in grade school. But I remember them well, and 9 out of 10 were just moronic fools, who would believe anything as long as it was destructive.<br /><br />This is just another excercise in self-importance from the kids who never really grew up.",1,neg
14327,4387,Great movie  great actors  great soundtrack! I loved it! Settings are perfect  dialogues  situations,"Great movie, great actors, great soundtrack! I loved it! Settings are perfect, dialogues, situations, storyline... all together mixed to give this masterpiece! Clooney and Turturro are magnificent and the Soggy Bottom Boys are simply charming and contagious with their music! :)",9,pos
